reviews,sentiment
going various guitar music store trying many guitar yamaha ibanez fender others researched internet stumbled upon make model saw many positive review reluctant purchase instrument without playing first purchased best sounding guitar locally costing day realized unhappy still took chance purchased guitar online many review absolutely correct guitar wonderful sound great replaced string yet original string good light string bought even though guitar treasure one perfect intonation way octave low action stay tune day best guitar even twice price,Positive
not pleased sound quality sorta disappointed ya get ya pay keep anyway ok,Negative
bought could learn little bit guitar sound good look really nice get compliment beginner,Positive
learned experience first pick guitar bad idea practice cheap instrument cheap instrument not play accurately would likely give hand not low quality instrument takamine make many excellent instrument included play loud clear zero buzzing looking practice guitar either someone else look guarantee not find guitar magnificent affordable price note package not include gig back case bought one fit guitar perfectly musician gear deluxe dreadnought case black black look,Positive
yeah string came terrible amazing guitar admit bought cheap could practice playing not worry becoming damaged sound great play really well like wood finish slick nice natural feel feel play great,Positive
great guitar money paid guitar bought amazon com streamline audio video arrived ahead schedule great shape ready play right box tuning course want better guitar need spend whole lot sound great easy play long may weigh bit lb stated description string arrived fine condition action close need believe review,Positive
beginner level guitar good quality price lightweight attractive basic finish biggest drawback one received required action adjusted bridge needed lowered slightly nut held string way high fret result sore finger easy fix proper tool otherwise pay guitar shop proper setup stock string warm tone good quality price needed proper setup,Neutral
paid hundred dollar guitar sound anywhere near nice natural one mind yet even change facory string looking quality guitar price fair simply better deal around not find bang buck,Positive
beginner played guitar non stop since bought honestly say hear friend guitar use sound better tune tho tune playing sounded different people youtube learning used snark sn tuner sound great complaint great guitar,Positive
know expect given price happy say nice guitar money impressed quality material component construction example tuning machine substantial heavily chromed work smoothly firmly hold string tune instrument came relatively well set right box action seem inordinately high resist taking little bottom compensated saddle even guitar play even better might tinker point probably come time replace string quite happy playability sound full bodied dreadnought rich resonant impressive still hardly believe possible deliver fine instrument low price proof indisputably nice money,Positive
purchased year old daughter learning play guitar classical guitar gave wide little finger reach action guitar perfect required set ready go box almost kept knock around guitar nice playing year really impressed quality guitar sweet full rich sound looking guitar buy not disappointed great sounding guitar,Positive
first guitar year wife bought local center recommendation one teacher taught play first good instrument good beginner piece nice full sound not take steel finger make acceptable sound tone rich even simple chord sounding great fit finish piece amazing price look great rough unfinished area fret smooth finished fingerboard feel good tuning breeze hold tune well often tweak practice session needed never go tune playing even stringbending get better true beauty guitar start shine amazingly playable simple melody serious chord jam instrument handle real compliant reason star stock string best imho beginner pretty sure use heavy string stock sure produce nice deep rich sound break brutal new finger would invest lighter set switch pretty early minor quibble bridge seems bit light duty tendency get string slap lower string great deal beginner even advanced player want extra guitar around jam feel like dragging expensive unit like playing around campfire outdoors beginner starting great route go guitar continue give great sound advance great starter grows,Positive
recived guitar today perfect tuned sounded great play well not hurt finger like old guitar guitar amazing best acoustic guitar,Positive
many expensive case guitar recently started playing bass not serious wanted nice little case boy surprised case awesome great quality fit bass without problem storage inside great definetly reccomend case awesome case,Positive
bought bass case strat wanted extra space lining q memory foam hold instrument gently place also act lid open space keep several music note book head stock reveiwer complained excess space wanted chemical smell open item garage near trash packaging aired minute totally happy service product perfect wanted,Positive
second case build good carry balance brass color lock come fit bass,Positive
nearly identical theguardian case cg b bass guitar caseat half cost however issue case well limitation first issue covering appears stitched part glued case left hot unventilated space like car prolonged period covering start life edge hand someone take care gear probably not going leave instrument hot car garage storage space prolonged period however aware issue reason remind case suffers imagine effect bass limitation simple case hard shell design not strong one made ab plastic top relatively flimsy side not show stopper use case home storage occasional gig heavy road schedule especially not personally loading unloading band gear case not afford protection ata style case also note used case fender jazz bass long scale j p style bass fit not sure brand model mentioned ata style case better solution essential protecting instrument heavy road even local gig schedule less demanding protection recommend also consider case purchased upgrade became aware issue limitation musician gear model skb electric bass rectangular hardshell standard latch handle still opt musician gear case still getting relatively good value certainly making large step soft gig bag step soft gig bag,Neutral
looking bass case wanted something not expensive would protect bass fit bill perfectly not really case meant heavy travel like checking airport definitely take good care bass normal travel internal compartment really nice storing strap cable string etc price excellent case great price,Positive
mean touring case inexpensively made good thing hate pay case cost half guitar cost tour said great job protecting guitar stand got dozen guitar not gon na played anytime soon want put away something substantial gig bag nicely purpose certainly capable taking instrument gig put pricey guitar case new baggage handler shipping gorilla going handling recommend aware limitation great storage gig case,Positive
cannon brand clutch bought one replace like one release lever work cannon lever vertical made actuating less natural motion one hit stroke stick release motion much natural make easier use argument could made one coule easier actuate accidentally issue aside actuation release also well made work well good design well made,Positive
work well standard clutch drop clutch iffy top part spin around hit lever grab move back hit alright,Positive
honestly took adjustment get right work great black handle quick release used drum stick playing try got good angle hit played height adjustment also important latch high not grab hi hat bring back low not sound right replaced horrible pulse hi hat hardware shook loose every song completely pleased definitely worth excellent money,Positive
great need quickly drop hat not way around bought drop clutch cheap budget overall build solid problem clutch lock back place great want quickly drop hat not good coming back,Neutral
good product great price work well far bought price one others free ship one road one pratice fast good price well made,Positive
drop clutch fantastic used year always buy model nothing market work well simple installation allows use double bass pedal double kick closed hi hat tapping drumstick easier best buy market whoever invented clutch knighted,Positive
amazingly helpful double pedal lick haha goin pedal use drop clutch make sound like hat open closed depends want really useful recommend double pedal lot drop clutch,Positive
ingenious clutch engages step hi hat pedal drop closed position hit lever top allows either ride closed hi hat using bass pedal yet return normal hi hat playing music call aware clutch two position open fully closed however way work around like partially open hi hat closed position sizzle sound work around placing spring hi hat stem metal felt washer top spring give opening drop cymbal closed lot trial error finding right spring cymbal pair different height mated together looking tiny fraction inch opening small low tension spring stickwork choke sound large stiff not get sound however personal preference many drummer ride fully closed hi hat anyway make clutch perfect box regardless hi hat style using double bass must accessory gibraltar model solid heavy duty engages disengages perfectly every time essential double bass pedal player,Positive
like hit thing use drum nobody else get hurt need stick effectively channel aggression drum not say local wildlife sweetest tone battery based abuse thanks vic also flammable many drumstick choose picked get,Positive
th grader literally beating crap stick good reasonably priced principal mad told real drummer play constantly wall hall cafeteria table classroom desk getting pounded constantly good stick,Positive
best drum stick played lasted two week move another loved,Positive
sad right play instrument guitar piano drum not bought drum stick old roommmate stole drum stick next cheapest thingthey play well pad sure nice action snare drum high hat real life okay not drum rock band,Positive
always liked stick solid look good feel good always get quality vic firth downer seem break faster stick vaders good stick,Positive
great around playing never received bad stick amazon reasonably priced much convenient going guitar center deal idiot drum room wide variety vic stick bought amazon another favorite bn log nylon tip great heavy metal thrashing articulate good music go stick,Positive
stick solid hickory insanely durable sound great classic rock punk rock drum stick weight sound matched pair sound feel almost identical love stick,Positive
nice feeling get job done sum expect much get job done,Positive
guitar sound magically beautiful guitar level cost great pleasure jam around sound like real big brother familiar suppose best choise kid hardware ok give day tuner get used exellent guitar,Positive
interested learning play guitar long time huge problem finding something affordable made smaller hand rather petite luckily found one secondhand needed minimal repair great know anything purchasing new tell great beginner instrument someone small hand also note even affordable brand new note surprisingly clean sounding coming guitar low priced definitely recommend guitar anyone interested learning play not interested enough pay arm leg instrument first guitar,Positive
impressed little guitar build quality seemed good toggle pod noiseless complaint e string break often direct result constant tuning fatiguing string feel tuner not strong enough ratio adequate keep tune still great guitar year old good child guitar hard keep tune,Neutral
build quality could better ideally nut need replaced cut rush job neck need reset gap indicates pocket completely cleaned put expect price however playable instrument right box willing invest another great starter guitar young smaller player nice travel instrument mini strat,Positive
bought replace son previous guitar broken hard use initial unboxing clear made much better standard wood look beautiful metal part look sturdy durable sound good although son beginner not judge good note guitar cable happy purchase look better made expected good build quality,Positive
original posting first mini purchased decade ago bad investment four neck bolt continually came loose amount tweaking could get intonation right note adult probably play mini strat tuned play mine f bb eb g c f large finger probably use capo standard tuning heavier string string tension similar full sized guitar pick pole piece align string finish uneven cost figured got less paid clearly toy sold without regret three four year ago extensively played hello kitty mini owned friend cost tweaked intonation string height bit playable instrument figured pretty much got paid decent little sized traveler recently reading fender upped build quality oriental squier guitar purchased mini pleased right box everything instrument spot construction rock solid neck straight string correctly positioned intonation exact finish flawless two word masterfully made figure got least worth guitar cool sound current mini classic fender single coil shimmering bell like overtone pickup functional bit thin sounding compared seymour duncan full size strat six line enclosed tuner hold light gauge string without slipping neck perfectly finished fast sized guitar first second fret string spacing might tight adult player large finger everyone else including fortunate child current mini sweet ride present give away street value one fantastic bargain musical kingdom bravo fender june update mini become preferred go electric one jazz single lace hot gold middle position custom pick guard chandler music pickguard heaven see attached photo versatile one lace red silver blue pickup set reason john lennon owned sized guitar suppose obscure chord finger pattern easier hand finger span less distance believe slight tonal inaccuracy scale offset increased finger placement accuracy try think like updated awesome build quality song,Positive
recently bought guitar young daughter based previous review joined jazz band school since smaller average year old needed smaller sized guitar packaged well took get guitar packaging thing found far sort disappointed dark stain blemish white pick guard trying get stain damp paper towel work took special soft damp sponge made remove stain gently rubbed spot came finish plastic pick guard dulled rubbed stain sort irked however seem bother daughter nearly much despite blemish episode fit perfectly tried tune using clamp snark tuner work reason went guitar center bought electric guitar tuner plug cord guitar really worked well tune guitar tuning peg gear stiff bit hard turn change string adjust make easier turn string guitar come cheap need change soon much better set plugged guitar old crate amp sounded pretty good knob front guitar turn well supposed easy control tone volume guitar without dicker much amp daughter great time getting used great classical guitarist teach classical guitar playing electric guitar new experience old strat big heavy black one look good despite dullness see awesome playing jazz guitar school concert night since guitar inexpensive right smaller person really find anything major wrong say glad bought wish come stain feel solid well constructed not heavy like playing ordered really good gig bag new cord pignose amp course bunch new electric guitar string find small stuff stocking christmas wait u mother daughter electric guitar duet squier mini electric guitar black fender,Positive
playing year got one year old want play guitar like daddy ok starter guitar kid guess really short people play regular fender not something recommend anyone else kid think look cool likely stick even though laminated body headstock unfinished neck decent wood fret crowned ok sharp end feel silly investing cash fixed light easy handle hardware bad stable bridge good idea not put floating trem way blade switch solid jack strap anchor smooth knob pickup not top notch work well enough decent replacement set would cost whole guitar not complaining nice red paint job side besides sharp fret end required truss rod bridge adjustment bring action close fretboard us cheap rosewood one spot extra glue showing around fret nut one got sunk lower treble side bass side low e string farther fretboard string one small pit red finish paperwork owner manual tuner kind choppy body neck flex put much pressure whole thing go tune come strung fender combined short scale make string loose easy press good kid starting actually enjoy messing around pickup punkish scratchy sound soon get bigger ditch something better ok starter guitar kid,Neutral
got guitar year old son love buitifull clasic guitar good clear sound not messing knob would definatly purchase exelent guitar,Positive
thank fender really fun instrument fit size thanks recommended reason hooray fit,Positive
lot question concern ordered well arrived today playing past hour answer question worth money absolutely yes amazing bargain better guitar not really great deal sound fantastic definitely bright review pointed also new string might little early judge said got nice full sound play closer neck get bass mix action right low enough easy play string buzzing string neck wider string not much probably centimeter wider small hand problem playing main thing added pressure take push twice many string normal play great look great nice natural finish shiny new not love note picture show whitish finish normal natural finish like see acoustic guitar natural wood color guitarist thinking buying acoustic string take look one sure wish bought long ago song need played string buy guitar great deal sound great play great,Positive
start buy guitar cheap unbelievable review know come box like one past owned sold gretch yamaha ovation selling one month adjusted anything played string american musical supply amazon best playing best sounding string ever played period guitar set couple epiphone purchase one son ajsce e also great guitar life epiphones dull coated junk not anymore seems epiphone selling cheap get people try gibson studio le paul sg american strat martin washburn rogue nice guitar lot money guitar nobrainer not believe value american musical supply also great first ajsce came bad neck am emailed return fedex lable hour dropped logged ups outlet around corner got email replacement guitar way arrived day later good one star service forth string year,Positive
great review noted decided buy guitar rogue string year ago sold not impressed difference epiphone fit finish speaks quality playabilty good low action good tone really great buy satisfied,Positive
wanted string not want spend lot money guitar fit bill finish much darker picture online show great sound bad boy big guitar figured tune string really not go tune hour play retune marginally tune thought price tuner would poor quality not grover tuner get done downside not guitar fault inexpensive guitar fantastic entry string playing guitar hard play th fret cut away true guitar using body type awhile would love acoustic electric price expecting inferior guitar tool play great low action im keeping bang buck,Positive
knew right buying dr great stand much expensive kind lot gibson well epiphones frankly see difference speak anybody want durable acoustic string fine sound find dr best luck allregards roger epiphone dr acoustic guitar string natural epiphone dr acoustic guitar string natural,Positive
first let get dimension way reason finding basic dimension lot guitar case close impossible try find dimension dr epiphone web site length bout length lower bout thickness lower bout width look gig bag full knowlage size guitar trying squeeze thing norm dimension length bag always opt epiphone hard case edread world tour rwgd gba bag got hard part way finding case review title say guitar reminds samick st well made spruce top acoustic also made indonesia played guitar year collection guitar acoustic first string bought around song like hotel california etc not willing drop lot money guitar would rarely use impressed build quality guitar asking price tuned problem even though tuning process arduous compared six string take three tuning get string stretched constantly think pull bridge due string pressure bridge plate string must huge found tuning stroke small string hit large one right next fret buzz finger rash problem area fretboard guitar string sit low like nut bit sharp edge file sanding take care string not bad first change seen wide range review guitar terrible fantastic one later love reminds samick st build,Positive
playable right box beautiful epiphone swingster nighthawk violin bass great product decided give good set string sanded bridge mm adjusted neck little want really recommend martin bronze string light extra light green box awesome sound easy playability important string instructional video viewed youtube go get guitar tech p matching epiphone case available inexpensive clip pickup want go thru amp line recording p tuner bit close opinion tune one string finger rub next tuner nice instrument recommend,Positive
looking string acoustic could want epiphone dr craftsmanship excellent sound fantastic easy tune play right box add limited lifetime warranty gibson support guitar beat price amazing get top chosen guitar player magazine editor pick guitar waiting order price low go ahead go sorry could want,Positive
really torn getting price decided take plunge regret action better six string epiphone acoustic sound sweet look sweet play sweet keep tuned half step use capo protect neck would definitely recommend especially budget stay tune let laminated top scare great wow,Positive
still using today year later sturdy,Positive
year used super cheap rake hanger get hardware store metal u coated rubber heavy duty screw end fine except guitar want fit recently trying widen mouth one weld failed u detached screw part well got thinking find better solution hanging guitar thing hate overpaying thing way much guitar hanger sure important something solid hold baby want feel like getting value bought hanger rock solid others said put good screw stud bother hassle drywall anchor provided used drywall screw like simplicity metal plate yoke attached u easy adjust width retainer ring slide easily tried acoustic electric guitar hang away wall complaint great quality seems excellent seems right nice,Positive
older version model work great opted use heavy weight wall anchor got home depot hanger rated hold lb equal lb worth peace mind hanger bought used already assembled comment much assembly process bought hold precious bass tender care worry free security stock company sturdy attractive,Positive
actually five various instrument mostly bass guitar also acoustic solid body electric mounted properly stud way mounted solid nice package instruction hardware wall board fastener used longish brass wood screw stud appearance strength see end screw used install complete brass screw look great flat black model cc model one work well kind guitar including bass acoustic variant instrument relatively wide range held securely unit yoke width adjustable combination slope two keeper ring prevent instrument coming holder recommended consider mean mounting carefully quality guitar hanger display rehearsal room etc,Positive
easy install hold guitar away wall somewhat keep floor away animal case great find well worth purchase price hold guitar great,Positive
decided wanted hang guitar wall instead take space via floor stand find stud drill screw hold fine really bad come stuff like brother help make sure know thought really wall hanger look really nice person keep guitar held place nicely safely thing extra purchasing installing creating makeshift wallpad behind guitar hung something happens make hit wall damage guitar wall legit get done right though guitar hung via string swing month problem concern pleased cheap alternative floor stand save room make room look cooler sure job,Positive
cheap quality great cant complain buying future guitar good,Positive
used side wooden bookshelf ukulele attractive well made fork tad large ukulele rubber ring slide bring uke fit even three inch deep uke close bookcase wall use uke hit put hanger put felt pad uke body hit bookcase many uke player simply nail single nail wall use loop string around uke head tuner much less expensive hold well even low profile hanger never drop uke consider need not buy another ukulele likely work fine guitar though deducted one point fact even though adjustable ring advertised uke work well heavy not stylish opinion hercules wall hanger mechanical gripper electric guitar fabulous guitar overkill lightweight ukulele maybe hercules stand wallmount guitar hanger gspwbupdate use less like find friction tuner ukulele not fit well tuner hit fork make uke tune small instrument try mandolin banjo atrocious guitar not good hercules ukulele large fork plus update,Neutral
easy mount solid grip guitar detractor would guitar least hang kind far wall obviously factor hang though acoustic would clear wall nicely solid body electric sits inch away wall silicone coating fork retaining band get good grip guitar without marring even soft wood much prefer one accident waiting happen stand floor trick,Positive
nice product great quality ordered three start not sure wanted trust guitar arrived installed minute come plastic toggle screw drywall chose hit stud rubber washer come size different neck going mount stud strongly suggest using aftermarket high quality toggle made steel happy going order hang um,Positive
good item musician need cool bass guitar instrument fit hanger cool item niceeee,Positive
hold guitar seen hold guitar wall safely without worry falling also easy install great price definitely worth investment not not guitar ground save space putting wall not make room look even better work wonder durable,Positive
thing work great look stylish guitar hanging wall also keep away kid always seem want play good idea hold perfectly work great,Positive
purchased two hang guitar home saw used guitar shop assumed sufficient use home using acoustic electric guitar appear designed hang guitar away wall avoid abrasion back hook stretched apart squeezed together fit headstock guitar overall attractive well made hangar simple product great design,Positive
love string swing guitar case display home guitar ukulele planning buying school ukulele program look great wall great way show guitar,Positive
love thing hold guitar place make storage solution nice decoration process work look great,Positive
hold acoustic string great reach baby learning walk wife also thing look attractive wall art piece quality product good price perfect,Positive
clever idea help save floor space room help cover empty wall space easy take put high recommend stringed instrument player nice product,Positive
mounting process simple recommendation buy cheap magnetic stud finder already one want instrument plummeting floor got stud finder amazon mounted two hanger holding well back guitar practically flush wall whether good thing guess worry potentially swinging wall much bumped maybe good thing careful hang though could definitely hit wall place hanger carefully easy assemble,Positive
hold weight guitar easy install guess cheap doesnt always come screw cover doesnt really matter string swing metal home studio wide guitar hanger black,Positive
bought hung fender strats wall come mounting screw anchor needed mount properly happier product nice easy,Positive
solid music stand made heavy metal pole solid metal music holder joint tighten made heav plastic material anything give use would plastic part right brand new condition everything fit well grip solidly hold pole place arrived day erly music stand,Positive
good purchase expected bit heftiness job would like plate heavier seems little flexy good purchase,Positive
surprised well stand made worth easily used stand year best owned great,Positive
wanted buy better stand cheap metal folding one high school great compromise portability storage sturdiness want collapsible leg solid coated metal shelf wonderful old metal folding stand work well manhasset second shelf accessory constant use month absolutely problem height easily adjustable shelf tilt easy happy got price paid love stand,Positive
largest top stand one use traveling gig top fold like expensive stagg hercules stand using gigging may something consider lug key weighted piano around mind lugging good stand,Positive
great music stand like adjustable various way customize exact position need sturdy well built ever worry tip love would recommend great stand great price,Positive
solid construction enough room sheet music portable though holder challenge time another stand collapse compact unit heavy tome wish use several sheet want string unit superior great stand,Positive
music stand og great quality great price pleased bought stage stand past sure disaapointed right sturdy well built good price excellent music stand,Positive
purchased model home use not kid backpack solid sturdy easily holding song book open not piece sheet music adjusts tall enough standing well low enough sit next easy chair evening often clip digital recorder practice threat top flipping work solid,Positive
happy stand heavy knew going purpose plus weight make sturdy fold compactly quite portable despite weight adjusts easily hold position sturdy well made,Positive
purchased another folding stand cost literally fell apart one much better although not quite portable plus side music stay put one stable height fully adjustable buy confidence heavy duty,Positive
easy put together top slip folding bottom part stand adjustable love easy assembly,Positive
pleased music stand working well hold heavy music binder far would recommend others try far good,Positive
stage make decent product one would awesome actual table stand would fold one time would perfect otherwise work fine ok would nice table collapsible,Neutral
great music stand solid feel need tighten adjuster hold heaviest book without tipping solid stand,Positive
left trusty manhasset behind job replace came upon alternative offered amazon banged manhasset get week end warrior like simply throw top everything else backseat long ride home never one fail past year nothing stand user even adjust yet moving part always seem retain right amount tension preventing pound folder lowering top half causing dip forward rub non adaptability foot base permanently attached upper tray holding music consequently ubiquitous well proven stand sometimes challenge pack crowded van sedan especially couple keyboard amp instrument stand requisite gear board amazon stage music stand becomes attractive course hurt cost less manhasset permit fold leg position parallel shaft well completely remove upper shelf hold music consequently much easier find convenient place whether trunk floor back seat packing stand simply slide position drawback apart durability issue reviewer warned careful not tighten set screw thing heavy frankly expecting lightweight stand least compared old manhasset owned around latter first thing likely notice stand pictured palpable substantial addition weight time moving part set screw topped plastic rotating serrated wheel stage stand give amount confidence durability manhasset word less likely become careless simply toss top gear pile long exhausting hour gig bottom line stage appears good value truly heavy duty stand respect extremely well practice stand studio living room pack conveniently traveling job expect lighten load simply heavier last longer manhasset lot traveling plan put one page piano folder stand least one truly lightweight albeit plastic stand worked really well perhaps needless say fall apart ingeniously designed take minute simply disassemble put back unforgiving pint sized case peak stand made hold turn hold relatively heavy music book served well several year condemn stand called company responded immediately sending critical plastic piece become warped peak stand problem free ever since cost bit not much folk willing spend exchange losing unwanted pound trade possibly better traveling companion,Positive
purchased type keep coming back one best buy opinion sturdy flexible not heavy,Positive
stage make nice product music stand adjustment one favorite older unit well made price put range everyday musician really liking stage product also bought boom mic stand excellent nice adjustable music stand price,Positive
crap string bad not buy play kind harder music lot string bend unless like string almost take eye mean buy em errrrr always buy ernie ball got cheap tryed save buck buy pack hunk crap buck spent extra buck got pack ernies even get week rusted poppin left right never got burned,Negative
using slinkys several year decided give shot slinkys kept corroding quickly anyway seem hold little better sound good last couple week longer stock like lot better ernie ball slinkys,Positive
sound good electric best sound got strat good sustain string holding well sound good,Positive
great string break quickly hold tune work style playing go string rock,Positive
string okay nothing special except price factor changing twice week play enough need change often anymore become particular trying match string guitar mean string bad mean might prefer brand x pure nickel one guitar darker brand steel another brighter brand z yet another give try prefer best check price case string prefer changed twice month least want instrument top shape bad guitar make great artist sound good like em love em,Positive
love adarrio string great tone last long feel great finger adarrio string rule see ya adarrio exl nickel wound electric guitar string light top heavy bottom,Positive
hey jerk play guitar well need string well could experimental guitarist playing stringless guitar stop reading use string buy damn self buy ten set seriously child always extra string addarios last long time sound good also bottom end price range buy string douchnozzle stringy string,Positive
not string nazi play pretty much major brand string exception addarios good quality combined amazon prime brainer bargain per set delivered unless like addario would recommend string highly good quality string,Positive
know lot guitar string bought daughter guitar sound nice sunday nice,Positive
using string year tried bunch others well sucker keep coming top probably never stop buying great string,Positive
keeping mind difference type guitar pickup addario string good string around use suitable rock punk country funk sure could spend boutique specialty string give exact vintage sound string fine whether play bedroom garage club like light guage easy finger still beefy sounding compared thin sounding good around string,Positive
go string perfect gig use inexpensive well awesome sounding need excellent string,Positive
love string bright feel really good hand gretsch use addario best string found far also bought pack half wound try decide use round half wound experiment awesome string,Positive
bought string try guitar sound good variety model like sg le paul rickenbacker melodic tone good intonation seem lasting staying good shape good string,Positive
trying different gauge experiment different fretboard feel string say stretched stayed tune much faster slinkys great sustain sound nice chunky love luster shine new string feel nice an springy since first time brand know long stay good see get,Positive
put schecter c custom fr drop bb string sound great great low end highly reccomend great drop bb,Positive
started buying string guitar playing son back december continue day absolutely swears go fairly quickly humidity hawaii make prone rusting string strong durable give nice sound quality highly recommends string fellow guitar player great electric guitar string,Positive
used string since first came addario make best string sure others good job actually hear difference really matter buy sound different better best,Positive
obviously top line string used record track drop c sounded awesome week started losing tone started collecting skin addario awesome keep mind cheaper side nice cheap string,Positive
purchased locally several time past three year music store mainly due low cost work okay difficult keep tune guitar tuned often temperature humidity playing ten minute occurs biggest complaint tarnish corrosion add winding separating fret bar exposing inner solid string string go flat sounding not quality string cheap chinese made quality okay someone play often play daily performer avoid string better string worth extra cost actually save money not replace often cheap string problem addario brand string electric acoustic string guitar thinner gauge string break tuning playing tarnish corrosion often end contaminating fret bar keeping neck dirty time cleaning playing session make string corrode faster corrode,Negative
using adario string year sound great stay tune excellent sustain get better string control compared string never experienced string break year ultimate string guitar buy one brand adario great choice style playing,Positive
swear string string use le paul bright tone sound great full color coded ball end make restringing breeze buy string like buy suit like tone provide feel good finger con con try bright tone color coded,Positive
excellent guitar string last long time sound great pretty cheap excellent string great value,Positive
absolutely love using string telecaster stratocaster lend awesome vintage tone seepage people like go nut looking replacement set string simply not go wrong exl set amazon best string price class,Positive
excellent inexpensive guitar string perfect somebody play gig change string frequently casual player might not best choice gigging musician nothing better addario string light weight great sound inexpensive might take slight nod ernie ball string casual musician somebody changing string week probably not great choice personally use elixir string electric guitar le paul standard gibson lucille not play gig set string see hour two really hard playing per night coating elixir help keep corrosion easier finger like feel bit better string get month playing string sadly addario string really good one two week playing tried variety string ernie ball elixir addario guitar way play elixir sound play best course mileage may vary start play gig would probably switch affordable string like silly cosmetic thing hate packaging string addario make huge deal reduced packaging environmentally responsible product string come cardstock outer box single plastic package inside string size different colored ball end help person figure string gauge change string really prefer individual paper envelope string gauge clearly printed package new changing string change infrequently one package confuse heck especially first preferred work one string time addario also make major deal serial number package help fight fake string website place enter serial number verify package sting authentic kind disliked fact enter email address even get started could simply left spot enter serial number information necessary end silly colored ball end string well look goofy guitar mind color acoustic ball get hidden peg anyway ball visible electric guitar prefer simple gold ball end string good gigging musician,Neutral
always used addario string since early first found manufactured right long island never disappointed quality addario long island company,Positive
say best best use anything else guitar get best tonal quality string seem last longer others used highly recommend get better,Positive
strat bigger fret guitar ever owned tendency sharp note played thinner gauge particularly rd string set feel like acoustic guitar minimizes problem sharp note much finger pressure still feeling faster acoustic guitar sound great last long time stay tune good compromise light gauge really heavy set great gauge larger fret,Positive
read review bought pair based review put gibson le paul last night played hour hammer string played easy mostly eagle hanging guitar wall afterward took quick look string shocked see high e b string already flattened never would expected wear hour light playing string sounded great time stretched enough would hold tune already worn guess going go heavier string not changing string every day not perform expected giving star generous set use damn using light gauge thought medium would hold lasted two hour fender l bullet least lasted week going try fender gibson see sound still search perfect set string open suggestion put played last night,Neutral
decided give try buying earnie ball wow wow inexperienced ear able tell difference sound right explain exactly gauge great standard eb tuning although tuned lower would recommend something thicker though great get em perfect string,Positive
played addario actually first string started super light ok wear real fast importent not put much stess espescially alot trick pinched hormonic vibrato extreme bend etc break skilled guitarist know use extream caution tuning string try extra light soud nice nice feel would not recamend beginer cause beginer tend press hard first stat personally like addario find tone bright not best,Negative
string prefect feel awesome tell amount review product extremely popular people not wrong favortie,Positive
say daw dare e de ah dare e dad ar ee oh dee ah dare e others shorten add even daddy took figure last one trying find info daddy string people thought great duh people may disagree say name debate idea great string less expensive string set especially buy multi pack color coded make string change easy easy find vendor music store made usa collect player point swag sealed special environmentally friendly package keep fresh corrosion free one widest range string size combination availableif starting not know put new guitar phrase set exl put da dairy nine good choice least strat tele like guitar personally like better ernie ball super slinkys aka eb pink not quite put finger pay coated string cryogenic frozen string boutique string not know probably playing long enough find value almost every guitarist set string swear work wonder string make play smoother faster last set string lasted year whatever appreciate great value addario string btw record official pronunciation da dairy receive letter week regarding correct pronunciation addario name year back even ran ad illustrated easy way pronounce addario name name pronounced phonetically follows da dairy simple way pronounce difficult name musical accessory da dairy produce great usa made string great value,Positive
enjoy much good string good brand recommend acoustic good string,Positive
hold tune well sound good seem bit less tension brand string gauge thats ok dont wipe playing wont last long always change string often isnt issue overall best string available good string,Positive
starting electric guitar told best like light string kinder finger still decent sound price right color coded dummy like,Positive
not much say basic hex core nickel plated round wound string equivalent ofernie ball slinkys yellow play nice feel pretty much humble non touring musician opinion also nice string coming air tight packaging keep fresher rust free longer note come packed together single bag color coded washer opposed eb set packed individually paper sleeve dr set come two sleeve summary searching subtle sonic difference brand probably reading review experimenting others lowdown seem like good string definitely worth checking see one prefer good string,Positive
using brand several different gauge many year continueto get long life good clarity addarios addario exl nickel wound electric guitar string regular,Positive
usually go string addarios good solid sounding string last fairly long taken care usually break often like sound kind bright without overbearing continue nd string choice not failed time purchased definitely recommended good solid string,Positive
great alternative phosphor bronze transatlantic cable acoustic guitar would rather concentrate making music fight guitar looking lighter option acoustic,Positive
son guitarist seven year love string not single one broken since started using three week ago string tend repel dirt dust even heavy play string look good getting less callous finger tone produced sting good especially considering low price son heavy hand string well made withstand play style long lasting little pain,Positive
gauge identical ernie ball regular yellow label addario string tension feel stiffer nice slide playing like action medium low comfortable straight playing bending solid intonation chord yet not much fret rattle slide usually stretch heck ernie ball putting much spring deliberately left addarios unstretched overnight found settled nicely without much stretching new sound quite bright advertised far less call new string jangle fine kid sweat hour day playing number instrument last awhile string tension chart handy designing custom set pack serial number admit never considered possibility guitar string worthwhile target counterfeiting apparently case addario provides web site lookup verify set come across fake willing report provide genuine replacement free used addario phosphor bronze acoustic string guitar mandolin year swear quality consistency used ernie ball electric even longer habit tough break playing broadened rock root find interesting experiment different gauge winding finally nailing sound feel chasing year make worth little tighter ernie ball,Positive
